R,P,U
0.784308900526599,0.07453754498869682,0.7787166670454044
0.7146927532885075,0.09311462500391077,0.7734323393805758
0.782338262252656,0.07685696334583184,0.7708147281765165
0.7190877466753536,0.09583257192950656,0.7744160268222714
0.7790020396235636,0.07160770467526614,0.7792807935953222
0.718326168046506,0.08872565297016392,0.7729598169402584
0.75587576585213,0.08389434008089777,0.7726844976181606
0.7515510820858163,0.08121540617207301,0.7719893526124562
0.7205424642447813,0.08812281207813209,0.7733643918802506
0.7960508063708701,0.07374192259820202,0.7841325814427191
0.7207605200762832,0.09328201219071602,0.7717033536218956
0.7483321357623139,0.08619644431958555,0.7722036162986078
0.7972061497500672,0.07223055035078266,0.7834270435913903
0.7651180730867428,0.08307721028226517,0.7705310324422647
0.7843662991509083,0.07714372121365232,0.772723986964784
0.768000209165674,0.08020305723053471,0.7709744192292419
0.7616802118158781,0.08209300403031014,0.7751390908971609
0.7449695947626647,0.08460790822165043,0.7720729870686065
0.7853708063379159,0.07178738106034695,0.7799260256468106
0.8183877943980016,0.06703120066932464,0.7800296597615355
0.7418963809387613,0.08569745555644462,0.7732597531621359
0.7357115882595027,0.08548840811333105,0.782106801025611
0.789802142816323,0.07019579060679852,0.7789814278306119
0.7352375382648045,0.08663870675960633,0.7720004076268829
0.7362725010764428,0.08668742554259018,0.7719575309848711
