w,r,n,R,P,U,C_entropy_topsis,C_equal_topsis,grey_grade
0.225,3.35,8,0.7292854337787581,0.1389632127430606,0.8064060381285109,0.3216587790507952,0.4513418018626639,0.5346423698776419
0.2,3.35,10,0.7242565710869271,0.1346108017187949,0.8096417244385615,0.31778161285129686,0.4835515514775327,0.5444279692008053
0.205,3.35,10,0.7237470378812103,0.1361449540155652,0.8092247953985203,0.3176460959822476,0.48443666364173604,0.5450625077524902
0.23,3.35,8,0.7291559231043625,0.140620409306159,0.8063565200845212,0.31701875963181186,0.44770542151717824,0.5328678713683395
0.195,3.35,10,0.7248325121000333,0.1331673931310094,0.8101425497135605,0.3168992986672731,0.4815605275246138,0.5433087993014092
0.23,3.45,10,0.7237569309029956,0.1414804885968089,0.8075274156058591,0.3165888074997785,0.47754130082366136,0.5431009053855065
0.21,3.35,10,0.7233084089848392,0.1377740528163829,0.8089048601383547,0.31633668616783867,0.48415552194511247,0.5451378758758134
0.225,3.4,10,0.7231424088738959,0.141308242152959,0.8077965398975457,0.3161735173242719,0.48065985739007566,0.5444203167277639
0.19,3.35,10,0.7254702661042627,0.1318104217103423,0.8107140193207317,0.31516653912022496,0.47853565388831854,0.5417800332797625
0.215,3.35,10,0.7229450745776581,0.1395021894111878,0.8086948299687654,0.313713294499801,0.482659460277971,0.5445817637024473
0.185,3.35,10,0.7261651481489442,0.1305354850753785,0.8113427592231538,0.3127571625285763,0.4745603965589705,0.539915751790952
0.235,3.35,8,0.7291118000803736,0.1423807148616605,0.8064751517832134,0.3102568539727076,0.4424113680064677,0.5302365539677794
0.22,3.35,10,0.7226613106979405,0.1413333359804389,0.8086073985098683,0.30965643096404577,0.47991125890420994,0.543326059993055
0.23,3.4,10,0.723017419787252,0.1433543942290276,0.8080400596085054,0.30809831401298404,0.4749222813401998,0.5413531773027327
0.225,3.35,10,0.7224612716287905,0.1432713381707251,0.8086550107385139,0.30407225338505584,0.47588496578558115,0.541308983999703
0.205,3.3,10,0.7230949663200604,0.1381942285260046,0.8105984841288337,0.3001462099009862,0.4766325684150177,0.5399121606330413
0.2,3.3,10,0.7235899903235727,0.136657910827612,0.8110589431883795,0.29986904811763526,0.4755589296971458,0.5391019030589635
0.21,3.3,10,0.7226703678383551,0.1398255486631354,0.810233319073261,0.2993577162882179,0.4765951230851718,0.5401767361791304
0.195,3.3,10,0.7241509445146532,0.1352124108735955,0.8116016098578456,0.29868168978851894,0.4734346007271558,0.5378200315194424
0.235,3.4,10,0.7229845464552179,0.1455147082518259,0.8084443386205766,0.2983059853579852,0.4678398051972505,0.5374232795832923
0.215,3.3,10,0.722320584171029,0.1415559442455621,0.8099763504888249,0.2973643416297705,0.475397399659443,0.5398234812813216
0.23,3.35,10,0.7223489824960291,0.1453199078490427,0.808849832630809,0.29689877707800943,0.47056604947045344,0.5384772788218047
0.19,3.3,10,0.7247732355236481,0.1338534400100781,0.8122132456255254,0.29675041011621023,0.47033101380409936,0.5361408527703095
0.22,3.3,10,0.7220498907447194,0.1433893690187116,0.8098402655188458,0.2940484919020848,0.47300138304280115,0.5387840884419461
0.225,3.3,10,0.7218624415038417,0.1453296500689052,0.8098375051008568,0.2893200146558451,0.46938024394423583,0.5369961836570054
0.235,3.35,10,0.7223283321020322,0.147482616064961,0.8092037214587975,0.2881143508341068,0.46395218863774046,0.534788342565254
0.23,3.3,10,0.7217622615081908,0.1473804806133876,0.8099802336522619,0.28312313562784563,0.46451862643229513,0.534405494698657
0.205,3.25,10,0.7225378518567895,0.1403426213161403,0.8123314884825816,0.2804274606473884,0.4671067206841554,0.5335642299112686
0.21,3.25,10,0.7221267156950427,0.1419760417190064,0.8119178656054764,0.28009881736059083,0.46733151263321054,0.5340035681168347
0.2,3.25,10,0.7230189323495522,0.1388042485570631,0.8128386871049832,0.2798307173032549,0.46583002669440476,0.5325951119119996
0.215,3.25,10,0.7217899119656775,0.1437085638154535,0.8116107096567928,0.2787062962083255,0.4664541393206857,0.5338416945340129
0.195,3.25,10,0.7235654633077266,0.1373567575258148,0.8134263886526623,0.27846317756484906,0.4635624649792645,0.531169269506695
0.22,3.25,10,0.7215317151784172,0.1455441222467117,0.8114226988660359,0.27613396157034975,0.464435336333864,0.5330106565047686
0.235,3.3,10,0.7217532397642519,0.149545412985995,0.8102803094249892,0.27544557479065235,0.45841349429911227,0.5309679762517259
0.225,3.25,10,0.721356278638722,0.1474865248794108,0.8113662676872285,0.2722952656120196,0.46124706719463865,0.531448013414012
0.23,3.25,10,0.7212676270376693,0.1495394456231276,0.8114535765563249,0.26714092449262766,0.4568729787300394,0.5290989566132754
0.21,3.2,10,0.7216874700517147,0.1442287918318184,0.8139792016651192,0.2594462501580381,0.4565618830230059,0.5266287290908915
0.205,3.2,10,0.722085699387914,0.1425934030439801,0.8144444199646093,0.2594458091285391,0.4560730931120734,0.526033105326557
0.215,3.2,10,0.7213630877105921,0.1459632963756476,0.8136186967578345,0.25856730331334277,0.4560116132516454,0.5266424445227454
0.22,3.2,10,0.7211168256296471,0.1478008315599068,0.813375572079975,0.25669497937518077,0.4543814033041924,0.5260072209126156
0.225,3.2,10,0.7209528361421967,0.1497451853820535,0.8132622531288923,0.253746342412748,0.4516417051739385,0.5246611080611068
0.23,3.2,10,0.7208751432457859,0.1518000118095801,0.8132908938993941,0.24967853980769106,0.44777495785101196,0.5225492855139288
0.21,3.15,10,0.7213623059134864,0.1465869284036755,0.816436623339176,0.23891280641003615,0.4445566985026556,0.5180908130473219
0.215,3.15,10,0.7210497996185831,0.1483232598069186,0.8160197035150509,0.2383738504688033,0.4443217589839408,0.5182607062875482
0.22,3.15,10,0.7208149231327996,0.1501626025567829,0.81571836950295,0.2370845658351166,0.4430748543910407,0.5178047694201641
0.225,3.15,10,0.7206618274618748,0.1521087241529624,0.8155450353407547,0.23496629432723448,0.44078468063734344,0.5166621036523416
0.23,3.15,10,0.7205945355520642,0.1541652579948851,0.8155118460825981,0.23198211043469652,0.43743224413029946,0.5147784211019093
0.22,3.1,10,0.7206353367723578,0.1526324047631146,0.8184691017057979,0.21940114031482247,0.43082872545809464,0.5084613308208329
0.225,3.1,10,0.720492594966962,0.154580097802614,0.8182327226992108,0.21795855311063805,0.42897149104411897,0.5075054456418704
0.23,3.1,10,0.7204351591667861,0.1566381271581544,0.8181346363206019,0.2159672759631466,0.4261247748017986,0.5058367578191777
0.23,3.05,10,0.7204059689337909,0.1592214208943471,0.8211759317863011,0.20415847434461282,0.4142135623704228,0.49579990830614634
