w,r,n,R,P,U,worst_regret_reasonable,worst_regret_fullsimplex,dist_utopia,freq_optimal
0.225,4.5,6,0.7344059760768169,0.0981645538250654,0.7903020331324813,0.25113877522272576,0.3753817619729048,0.5785414680038785,0.008295625942684766
0.23,3.0,4,0.7308694134917598,0.1318802917862068,0.7883816988111926,0.40074693354281143,0.6716746758158926,0.7955452634935642,0.0
0.23,3.05,4,0.7312471032644114,0.1291607464330578,0.7851257629216175,0.36951176751407133,0.6390170775820462,0.7450673871015212,0.0
0.23,3.05,10,0.7204059689337909,0.1592214208943471,0.8211759317863011,0.7371645493100981,0.9999999999879915,1.414213562350298,0.0015082956259426848
0.23,3.1,4,0.7317238258653871,0.1265564506848756,0.7822770570830547,0.34093222717738003,0.6077434515960817,0.7034678740000107,0.0
0.23,3.1,6,0.7300463229011284,0.1404862239480334,0.7956994973384678,0.4914147618999125,0.775018815542498,0.9453103960624718,0.0
0.23,3.1,10,0.7204351591667861,0.1566381271581544,0.8181346363206019,0.6904780305724453,0.9689785761831239,1.3489430362016783,0.006033182503770739
0.23,3.15,4,0.732289905322277,0.1240645952286553,0.7798189275566136,0.3148927418606673,0.577820062286971,0.669994537743679,0.0
0.23,3.15,6,0.7302162172880426,0.1379630597461285,0.7932547116116349,0.46357731768953647,0.7447194558762135,0.8967400287158155,0.0
0.23,3.15,10,0.7205945355520642,0.1541652579948851,0.8155118460825981,0.6502821560069675,0.9392831833390934,1.2908226350755003,0.00980392156862745
0.23,3.2,4,0.7329353089317092,0.1216822231297327,0.7777331823926126,0.2912701286528556,0.5492114013723622,0.6438216532744865,0.0
0.23,3.2,6,0.730479317360064,0.1355505262407896,0.7911966038205576,0.43826793534042763,0.7157486024018186,0.854753239354708,0.0
0.23,3.2,10,0.7208751432457859,0.1518000118095801,0.8132908938993941,0.6163064116506679,0.9108801785668483,1.239451384389589,0.00904977375565611
0.23,3.25,4,0.7336496789018523,0.1194062354087626,0.7760001696342222,0.2699340177197481,0.5218802548295979,0.624089665770596,0.003770739064856712
0.23,3.25,10,0.7212676270376693,0.1495394456231276,0.8114535765563249,0.5882572779312972,0.8837342211689686,1.1944658171619866,0.00904977375565611
0.23,3.3,4,0.734422365251436,0.1172333968302027,0.7745988618430388,0.2507473048395863,0.4957877724065906,0.6099483859929199,0.00904977375565611
0.23,3.3,10,0.7217622615081908,0.1473804806133876,0.8099802336522619,0.5658194458332656,0.8578083391801351,1.1555445576273762,0.0015082956259426848
0.23,3.35,4,0.735242459848193,0.1151603418989891,0.7735069465574048,0.23356662940282671,0.47089353963276465,0.6005950544215228,0.013574660633484163
0.23,3.35,8,0.7291559231043625,0.140620409306159,0.8063565200845212,0.5325672458391574,0.7766301773495207,1.0683207511034405,0.0
0.23,3.35,10,0.7223489824960291,0.1453199078490427,0.808849832630809,0.5486571236406541,0.8330639982219443,1.1224076038207476,0.0
0.23,3.4,4,0.7360988314624899,0.1131835810458197,0.7727009223059985,0.21824287599715422,0.4471556520948895,0.5953005060083104,0.021870286576168928
0.23,3.4,8,0.7296270184285849,0.13862379207336,0.8056479627976317,0.5208684986824541,0.7526538449305662,1.0440642225493866,0.0
0.23,3.4,10,0.723017419787252,0.1433543942290276,0.8080400596085054,0.5364154287154758,0.8094611728264124,1.0948099687622583,0.0
0.23,3.45,4,0.7369801617272379,0.1112995070015464,0.7721561997473985,0.20462169775635483,0.42453079198382343,0.5934204327585288,0.02262443438914027
0.23,3.45,8,0.7301537611742981,0.136720402075053,0.8052255019715971,0.5135074744675036,0.7297970296268407,1.0250785288940245,0.0
0.23,3.45,10,0.7237569309029956,0.1414804885968089,0.8075274156058591,0.5287218583361094,0.7869584198591639,1.0725300291326434,0.0
0.23,3.5,4,0.7378749818678547,0.1095044013391859,0.771847207487724,0.19254405930253557,0.4369327528111167,0.5943926238301951,0.01583710407239819
0.23,3.55,4,0.7387717100868881,0.1077944411796307,0.7717475021078581,0.18184679727140854,0.45936160616102,0.5977237321534413,0.005279034690799397
0.23,3.6,4,0.7396586894542587,0.1061657060421807,0.7718298819087264,0.1723631960789396,0.4815466224601487,0.6029701707562198,0.0
0.23,3.65,4,0.7405242261892604,0.1046141848380866,0.7720665038549124,0.1639235767766046,0.5031953183372918,0.6097174896090142,0.0
0.23,4.5,2,0.7603869793323833,0.0759469151072744,0.7796214221262564,0.4246405669005029,0.9999999999749881,1.0126086628724116,0.0022624434389140274
0.23,4.5,6,0.734207342224639,0.0993291345688748,0.7904669022209425,0.254849584758955,0.3787172733280191,0.5843190133860979,0.0
0.235,3.0,4,0.7307604339881975,0.1325897677876241,0.787810982439534,0.4042568115079005,0.6801944021679511,0.7970899890955824,0.0
0.235,3.05,4,0.7311538300854348,0.129870623473973,0.7846382139763859,0.37335698866207767,0.6475416198077516,0.7480580621156596,0.0
0.235,3.05,6,0.7299038550924275,0.144397565717903,0.7981188455643141,0.5306151543022487,0.8219880738149357,1.0083396826100617,0.0
0.235,3.1,4,0.7316457462985512,0.1272665366512296,0.7818695159754049,0.34509894332612645,0.6162705026981458,0.7076422632328616,0.0
0.235,3.1,6,0.7299780292608802,0.1417614334262075,0.7953460576248025,0.5004104322385103,0.7903321394236318,0.9538777519329018,0.0
0.235,3.15,4,0.7322264900390216,0.1247747108516879,0.7794881336342159,0.3193668160807779,0.5863474695205821,0.6750842342182178,0.0
0.235,3.15,6,0.730154535649679,0.1392386624198155,0.7929748934991765,0.472840972720483,0.7600375014366797,0.9063903458396521,0.0
0.235,3.2,4,0.732886013156645,0.1223922022160674,0.7774757833998015,0.29603717244847694,0.5577371690081564,0.6495679493755464,0.00980392156862745
0.235,3.2,6,0.7304237060861736,0.1368263151655325,0.7909871333241519,0.44778511972393653,0.731068884553834,0.8653049860325918,0.0
0.235,3.25,4,0.7336139436202643,0.1201159250494014,0.7758127313715896,0.2749794288355941,0.5304025466633663,0.6302588999775662,0.02262443438914027
0.235,3.3,4,0.7343996184376286,0.1179426575910421,0.7744778779790077,0.25605630549246183,0.5043049140470875,0.61634403623549,0.01583710407239819
0.235,3.3,10,0.7217532397642519,0.149545412985995,0.8102803094249892,0.5794000173393967,0.8838058801096123,1.178971659810482,0.0
0.235,3.35,4,0.7352321177115989,0.1158690479849225,0.7734488485730121,0.23912430479974747,0.47940402047232666,0.6070648196060815,0.012066365007541479
0.235,3.35,8,0.7291118000803736,0.1423807148616605,0.8064751517832134,0.5380256929099879,0.7977687663911821,1.085115067534266,0.0
0.235,3.35,10,0.7223283321020322,0.147482616064961,0.8092037214587975,0.5613722464779543,0.8590348304166406,1.14651375167699,0.0
0.235,3.4,8,0.7295786722604816,0.1403829924216867,0.8058201139473168,0.5264234018754926,0.7737791621171217,1.0613904537660441,0.0
0.235,3.4,10,0.7229845464552179,0.1455147082518259,0.8084443386205766,0.5459963794424779,0.8354032544077328,1.119486992332185,0.0
0.235,3.45,8,0.7301005933565364,0.1384783408667764,0.8054476155679076,0.5197280046142353,0.7509071974397511,1.0428348492869801,0.0
0.235,4.5,6,0.7340984251151205,0.100582637952748,0.7908468759271126,0.2620495349978986,0.38640462468905323,0.5950771407621139,0.0
0.235,4.5,8,0.733887126093818,0.1127910903053563,0.8133837868829041,0.5947069785847955,0.8423549978234959,1.0094620732749962,0.0
0.24,3.0,4,0.730724815353682,0.1333804617400709,0.7874259170241621,0.4093244317786999,0.689689432429182,0.8018080025956414,0.0
0.24,3.05,4,0.7311343945341305,0.1306617610032463,0.7843382035716973,0.3787683175227279,0.6570419767511684,0.7540522160125032,0.0
0.24,3.05,6,0.7299085469505944,0.145766777945327,0.7978685392452793,0.5410043527657395,0.8384302275625489,1.019179874788166,0.0
0.24,3.1,4,0.731641977678159,0.1280579125564376,0.7816513623338991,0.35083988682630085,0.6257737221735271,0.7146466728505397,0.0
0.24,3.1,6,0.7299903383224744,0.1431313086034292,0.7951743403497925,0.5110899204900179,0.8067822541887428,0.9659181289762946,0.0
0.24,3.15,4,0.7322378559293908,0.1255661335033463,0.7793485396665238,0.3254230060372808,0.5958512503496454,0.6828365042897654,0.0
0.24,3.15,6,0.7301739313714248,0.1406089660494065,0.7928785494785667,0.4837963032058996,0.7764927612622778,0.9194530495904469,0.0
0.24,3.2,4,0.7329119660404854,0.123183493798638,0.7774113627213903,0.30239400401354277,0.5672393758970735,0.6578248771762933,0.0007541478129713424
0.24,3.2,6,0.7304496433432365,0.1381968266847273,0.790962852965937,0.4590015966837564,0.747526640816989,0.8792214943231322,0.0
0.24,4.5,6,0.7340830578633817,0.1019291837029784,0.7914532468813799,0.27291723685219194,0.39867228033176294,0.610993917088692,0.0
0.24,4.5,8,0.7336909633326012,0.1146167957899622,0.8140532513173805,0.6066397852299714,0.8558991148188771,1.028888312589219,0.0
0.245,3.0,4,0.7307663546577576,0.134256220980072,0.787237890005505,0.41603326747571623,0.7002059672523349,0.8097231516535641,0.0
0.245,3.05,4,0.7311925920044254,0.131538028399679,0.7842371316491041,0.38582944096909555,0.6675646137592192,0.763071992379299,0.0
0.245,3.1,4,0.7317163135371323,0.128934469270317,0.7816340060089776,0.35823894466910244,0.6362998334435258,0.7245084536709878,0.0
0.245,4.5,8,0.7335982828562967,0.1165514719837023,0.8149500529695752,0.6223236275027766,0.8740425528769088,1.0538404212133614,0.0
